Fecha_Hora,Demanda_kW,Factor_Potencia
2024-11-02 08:45:00,31.7,0.759
2024-11-02 09:00:00,34.93,0.893
2024-11-02 09:15:00,34.76,0.835
2024-11-02 09:30:00,32.54,0.855
2024-11-02 09:45:00,31.51,0.859
2024-11-02 10:00:00,33.72,0.794
2024-11-02 10:15:00,33.71,0.871
2024-11-02 10:30:00,34.04,0.892
2024-11-02 10:45:00,34.5,0.805
2024-11-02 11:00:00,34.22,0.875
2024-11-02 11:15:00,32.62,0.866
2024-11-02 11:30:00,34.01,0.838
2024-11-02 11:45:00,34.53,0.805
2024-11-02 12:00:00,32.86,0.812
2024-11-02 12:15:00,33.8,0.796
2024-11-02 12:30:00,32.84,0.814
2024-11-02 12:45:00,35.26,0.898
2024-11-02 13:00:00,31.82,0.805
2024-11-02 13:15:00,34.13,0.85
2024-11-02 13:30:00,31.19,0.798
2024-11-02 13:45:00,34.43,0.82
2024-11-02 14:00:00,30.19,0.763
2024-11-02 14:15:00,31.39,0.864
2024-11-02 14:30:00,29.65,0.849
2024-11-02 14:45:00,29.87,0.802
2024-11-02 15:00:00,31.93,0.829
2024-11-02 15:15:00,32.01,0.881
2024-11-02 15:30:00,31.24,0.757
2024-11-02 15:45:00,31.68,0.89
2024-11-02 16:00:00,31.93,0.821
2024-11-02 16:15:00,30.3,0.879
2024-11-02 16:30:00,29.61,0.879
2024-11-02 16:45:00,30.88,0.759
2024-11-02 17:00:00,30.34,0.867
2024-11-02 17:15:00,31.22,0.86
2024-11-02 17:30:00,31.36,0.756
2024-11-02 17:45:00,30.22,0.891
2024-11-02 18:00:00,31.5,0.845
2024-11-02 18:15:00,31.45,0.775
2024-11-02 18:30:00,31.52,0.768
2024-11-02 18:45:00,30.49,0.834
2024-11-02 19:00:00,31.6,0.759
2024-11-02 19:15:00,31.37,0.775
2024-11-02 19:30:00,31.5,0.892
2024-11-02 19:45:00,32.49,0.862
2024-11-02 20:00:00,31.26,0.842
2024-11-02 20:15:00,30.42,0.781
2024-11-02 20:30:00,29.99,0.783
2024-11-02 20:45:00,32.1,0.817
2024-11-02 21:00:00,31.42,0.863
2024-11-02 21:15:00,32.69,0.751
2024-11-02 21:30:00,29.27,0.757
2024-11-02 21:45:00,32.07,0.881
2024-11-02 22:00:00,31.02,0.872
2024-11-02 22:15:00,30.98,0.854
2024-11-02 22:30:00,30.64,0.825
2024-11-02 22:45:00,32.26,0.772
2024-11-02 23:00:00,32.04,0.765
2024-11-02 23:15:00,30.44,0.886
2024-11-02 23:30:00,31.73,0.807
2024-11-02 23:45:00,32.29,0.854
2024-11-03 00:00:00,31.85,0.818
2024-11-03 00:15:00,32.79,0.86
2024-11-03 00:30:00,31.51,0.779
2024-11-03 00:45:00,29.69,0.823
2024-11-03 01:00:00,32.07,0.807
2024-11-03 01:15:00,32.12,0.787
2024-11-03 01:30:00,32.3,0.84
2024-11-03 01:45:00,33.11,0.831
2024-11-03 02:00:00,30.21,0.824
2024-11-03 02:15:00,31.91,0.839
2024-11-03 02:30:00,31.29,0.771
2024-11-03 02:45:00,31.06,0.806
2024-11-03 03:00:00,32.2,0.799
2024-11-03 03:15:00,32.98,0.865
2024-11-03 03:30:00,32.63,0.755
2024-11-03 03:45:00,31.7,0.792
2024-11-03 04:00:00,32.26,0.888
2024-11-03 04:15:00,33.33,0.795
2024-11-03 04:30:00,33.11,0.773
2024-11-03 04:45:00,31.93,0.864
2024-11-03 05:00:00,31.88,0.757
2024-11-03 05:15:00,30.82,0.814
2024-11-03 05:30:00,32.08,0.878
2024-11-03 05:45:00,30.82,0.893
2024-11-03 06:00:00,34.53,0.787
2024-11-03 06:15:00,31.67,0.794
2024-11-03 06:30:00,33.58,0.835
2024-11-03 06:45:00,34.27,0.784
2024-11-03 07:00:00,32.69,0.773
2024-11-03 07:15:00,32.37,0.814
2024-11-03 07:30:00,31.16,0.761
2024-11-03 07:45:00,31.93,0.884
2024-11-03 08:00:00,34.07,0.8
2024-11-03 08:15:00,33.02,0.8
2024-11-03 08:30:00,32.86,0.869
2024-11-03 08:45:00,34.29,0.801
2024-11-03 09:00:00,33.83,0.864
2024-11-03 09:15:00,33.12,0.777
2024-11-03 09:30:00,33.61,0.829
2024-11-03 09:45:00,32.73,0.865
2024-11-03 10:00:00,33.03,0.817
2024-11-03 10:15:00,33.45,0.761
2024-11-03 10:30:00,34.28,0.861
2024-11-03 10:45:00,32.48,0.824
2024-11-03 11:00:00,33.84,0.797
2024-11-03 11:15:00,33.35,0.899
2024-11-03 11:30:00,32.8,0.881
2024-11-03 11:45:00,33.27,0.756
2024-11-03 12:00:00,31.25,0.839
2024-11-03 12:15:00,32.74,0.803
2024-11-03 12:30:00,32.29,0.756
2024-11-03 12:45:00,32.99,0.752
2024-11-03 13:00:00,30.87,0.838
2024-11-03 13:15:00,33.18,0.798
2024-11-03 13:30:00,33.73,0.855
2024-11-03 13:45:00,32.56,0.818
2024-11-03 14:00:00,31.73,0.865
2024-11-03 14:15:00,30.74,0.872
2024-11-03 14:30:00,29.72,0.849
2024-11-03 14:45:00,31.13,0.813
2024-11-03 15:00:00,31.73,0.898
2024-11-03 15:15:00,29.82,0.796
2024-11-03 15:30:00,30.59,0.827
2024-11-03 15:45:00,30.76,0.828
2024-11-03 16:00:00,33.61,0.814
2024-11-03 16:15:00,31.14,0.768
2024-11-03 16:30:00,29.14,0.803
2024-11-03 16:45:00,28.9,0.782
2024-11-03 17:00:00,31.55,0.885
2024-11-03 17:15:00,33.16,0.848
2024-11-03 17:30:00,30.59,0.793
2024-11-03 17:45:00,30.53,0.835
2024-11-03 18:00:00,31.25,0.878
2024-11-03 18:15:00,30.11,0.89
2024-11-03 18:30:00,28.5,0.761
2024-11-03 18:45:00,31.82,0.868
2024-11-03 19:00:00,30.31,0.895
2024-11-03 19:15:00,31.86,0.82
2024-11-03 19:30:00,30.2,0.899
2024-11-03 19:45:00,31.05,0.894
2024-11-03 20:00:00,31.75,0.849
2024-11-03 20:15:00,31.98,0.877
2024-11-03 20:30:00,31.24,0.794
2024-11-03 20:45:00,31.22,0.888
2024-11-03 21:00:00,31.67,0.839
2024-11-03 21:15:00,31.56,0.826
2024-11-03 21:30:00,29.96,0.875
2024-11-03 21:45:00,30.03,0.883
2024-11-03 22:00:00,29.28,0.855
2024-11-03 22:15:00,32.03,0.754
2024-11-03 22:30:00,30.99,0.84
2024-11-03 22:45:00,32.18,0.873
2024-11-03 23:00:00,31.84,0.832
2024-11-03 23:15:00,30.57,0.89
2024-11-03 23:30:00,31.46,0.885
2024-11-03 23:45:00,31.19,0.829
2024-11-04 00:00:00,31.51,0.811
2024-11-04 00:15:00,33.05,0.758
2024-11-04 00:30:00,34.66,0.845
2024-11-04 00:45:00,33.38,0.79
2024-11-04 01:00:00,32.34,0.85
2024-11-04 01:15:00,33.65,0.87
2024-11-04 01:30:00,34.16,0.811
2024-11-04 01:45:00,31.19,0.752
2024-11-04 02:00:00,33.81,0.88
2024-11-04 02:15:00,33.43,0.832
2024-11-04 02:30:00,33.89,0.797
2024-11-04 02:45:00,33.58,0.845
2024-11-04 03:00:00,32.61,0.851
2024-11-04 03:15:00,34.88,0.772
2024-11-04 03:30:00,33.25,0.847
2024-11-04 03:45:00,32.53,0.793
2024-11-04 04:00:00,33.5,0.871
2024-11-04 04:15:00,33.99,0.891
2024-11-04 04:30:00,33.15,0.765
2024-11-04 04:45:00,33.47,0.888
2024-11-04 05:00:00,33.19,0.886
2024-11-04 05:15:00,32.46,0.801
2024-11-04 05:30:00,32.31,0.754
2024-11-04 05:45:00,31.74,0.849
2024-11-04 06:00:00,34.64,0.802
2024-11-04 06:15:00,32.91,0.779
2024-11-04 06:30:00,29.72,0.766
2024-11-04 06:45:00,33.51,0.779
2024-11-04 07:00:00,34.56,0.786
2024-11-04 07:15:00,33.73,0.869
2024-11-04 07:30:00,36.36,0.868
2024-11-04 07:45:00,37.83,0.824
2024-11-04 08:00:00,39.51,0.905
2024-11-04 08:15:00,42.3,0.942
2024-11-04 08:30:00,41.02,0.941
2024-11-04 08:45:00,41.03,0.933
2024-11-04 09:00:00,43.29,0.887
2024-11-04 09:15:00,42.77,0.887
2024-11-04 09:30:00,40.12,0.939
2024-11-04 09:45:00,41.67,0.943
2024-11-04 10:00:00,42.9,0.93
2024-11-04 10:15:00,41.26,0.926
2024-11-04 10:30:00,44.91,0.906
2024-11-04 10:45:00,42.28,0.884
2024-11-04 11:00:00,40.94,0.874
2024-11-04 11:15:00,40.17,0.864
2024-11-04 11:30:00,42.35,0.923
2024-11-04 11:45:00,40.02,0.928
2024-11-04 12:00:00,38.77,0.886
2024-11-04 12:15:00,37.01,0.851
2024-11-04 12:30:00,38.41,0.944
2024-11-04 12:45:00,37.6,0.894
2024-11-04 13:00:00,39.62,0.947
2024-11-04 13:15:00,39.42,0.918
2024-11-04 13:30:00,42.02,0.862
2024-11-04 13:45:00,40.52,0.883
2024-11-04 14:00:00,41.28,0.916
2024-11-04 14:15:00,41.64,0.915
2024-11-04 14:30:00,44.05,0.873
2024-11-04 14:45:00,43.35,0.868
2024-11-04 15:00:00,43.37,0.878
2024-11-04 15:15:00,40.45,0.929
2024-11-04 15:30:00,41.65,0.874
2024-11-04 15:45:00,43.97,0.92
2024-11-04 16:00:00,40.88,0.937
2024-11-04 16:15:00,42.33,0.889
2024-11-04 16:30:00,40.67,0.851
2024-11-04 16:45:00,40.55,0.864
2024-11-04 17:00:00,43.55,0.881
2024-11-04 17:15:00,42.02,0.869
2024-11-04 17:30:00,41.97,0.879
2024-11-04 17:45:00,41.34,0.904
2024-11-04 18:00:00,37.14,0.753
2024-11-04 18:15:00,35.25,0.76
2024-11-04 18:30:00,34.28,0.878
2024-11-04 18:45:00,33.2,0.828
2024-11-04 19:00:00,32.75,0.89
2024-11-04 19:15:00,29.86,0.75
2024-11-04 19:30:00,30.62,0.75
2024-11-04 19:45:00,30.31,0.861
2024-11-04 20:00:00,32.18,0.821
2024-11-04 20:15:00,32.97,0.887
2024-11-04 20:30:00,31.56,0.868
2024-11-04 20:45:00,31.68,0.826
2024-11-04 21:00:00,31.45,0.822
2024-11-04 21:15:00,31.82,0.872
2024-11-04 21:30:00,32.19,0.871
2024-11-04 21:45:00,31.92,0.792
2024-11-04 22:00:00,32.05,0.851
2024-11-04 22:15:00,32.37,0.846
2024-11-04 22:30:00,30.01,0.878
2024-11-04 22:45:00,31.76,0.88
2024-11-04 23:00:00,32.12,0.79
2024-11-04 23:15:00,32.29,0.882
2024-11-04 23:30:00,31.8,0.889
2024-11-04 23:45:00,32.18,0.766
2024-11-05 00:00:00,31.4,0.836
2024-11-05 00:15:00,30.45,0.815
2024-11-05 00:30:00,33.18,0.81
2024-11-05 00:45:00,31.2,0.856
2024-11-05 01:00:00,32.21,0.769
2024-11-05 01:15:00,31.7,0.873
2024-11-05 01:30:00,34.04,0.754
2024-11-05 01:45:00,32.48,0.837
2024-11-05 02:00:00,32.31,0.784
2024-11-05 02:15:00,33.41,0.85
2024-11-05 02:30:00,34.84,0.829
2024-11-05 02:45:00,33.18,0.9
2024-11-05 03:00:00,32.46,0.879
2024-11-05 03:15:00,33.56,0.8
2024-11-05 03:30:00,31.37,0.829
2024-11-05 03:45:00,33.01,0.798
2024-11-05 04:00:00,34.97,0.859
2024-11-05 04:15:00,33.18,0.813
2024-11-05 04:30:00,33.16,0.767
2024-11-05 04:45:00,33.1,0.849
2024-11-05 05:00:00,32.71,0.752
2024-11-05 05:15:00,33.43,0.795
2024-11-05 05:30:00,33.9,0.886
2024-11-05 05:45:00,32.8,0.764
2024-11-05 06:00:00,30.66,0.826
2024-11-05 06:15:00,33.59,0.869
2024-11-05 06:30:00,35.25,0.886
2024-11-05 06:45:00,32.74,0.834
2024-11-05 07:00:00,32.67,0.773
2024-11-05 07:15:00,36.46,0.891
2024-11-05 07:30:00,39.24,0.862
2024-11-05 07:45:00,39.47,0.809
2024-11-05 08:00:00,42.5,0.878
2024-11-05 08:15:00,41.79,0.855
2024-11-05 08:30:00,42.08,0.869
2024-11-05 08:45:00,40.92,0.928
2024-11-05 09:00:00,42.24,0.861
2024-11-05 09:15:00,42.1,0.863
2024-11-05 09:30:00,42.25,0.87
2024-11-05 09:45:00,42.13,0.89
2024-11-05 10:00:00,42.78,0.869
2024-11-05 10:15:00,40.8,0.94
2024-11-05 10:30:00,43.36,0.876
2024-11-05 10:45:00,41.03,0.942
2024-11-05 11:00:00,41.57,0.948
2024-11-05 11:15:00,41.98,0.925
2024-11-05 11:30:00,40.06,0.851
2024-11-05 11:45:00,38.41,0.874
2024-11-05 12:00:00,37.89,0.877
2024-11-05 12:15:00,36.69,0.904
2024-11-05 12:30:00,39.15,0.866
2024-11-05 12:45:00,37.01,0.858
2024-11-05 13:00:00,41.78,0.868
2024-11-05 13:15:00,40.38,0.883
2024-11-05 13:30:00,40.84,0.855
2024-11-05 13:45:00,38.69,0.87
2024-11-05 14:00:00,41.64,0.867
2024-11-05 14:15:00,41.66,0.927
2024-11-05 14:30:00,40.38,0.867
2024-11-05 14:45:00,42.33,0.929
2024-11-05 15:00:00,41.86,0.901
2024-11-05 15:15:00,42.18,0.926
2024-11-05 15:30:00,42.52,0.895
2024-11-05 15:45:00,41.86,0.94
2024-11-05 16:00:00,42.68,0.878
2024-11-05 16:15:00,42.11,0.927
2024-11-05 16:30:00,42.61,0.866
2024-11-05 16:45:00,41.1,0.938
2024-11-05 17:00:00,40.14,0.853
2024-11-05 17:15:00,40.25,0.896
2024-11-05 17:30:00,42.53,0.892
2024-11-05 17:45:00,41.54,0.912
2024-11-05 18:00:00,38.65,0.816
2024-11-05 18:15:00,37.38,0.838
2024-11-05 18:30:00,34.21,0.879
2024-11-05 18:45:00,33.69,0.771
2024-11-05 19:00:00,31.16,0.787
2024-11-05 19:15:00,31.73,0.87
2024-11-05 19:30:00,30.86,0.784
2024-11-05 19:45:00,31.25,0.886
2024-11-05 20:00:00,31.26,0.831
2024-11-05 20:15:00,31.73,0.762
2024-11-05 20:30:00,31.88,0.753
2024-11-05 20:45:00,31.4,0.864
2024-11-05 21:00:00,31.48,0.878
2024-11-05 21:15:00,31.62,0.786
2024-11-05 21:30:00,33.02,0.786
2024-11-05 21:45:00,29.88,0.893
2024-11-05 22:00:00,30.66,0.848
2024-11-05 22:15:00,32.27,0.775
2024-11-05 22:30:00,31.95,0.817
2024-11-05 22:45:00,32.01,0.887
2024-11-05 23:00:00,32.46,0.843
2024-11-05 23:15:00,32.1,0.811
2024-11-05 23:30:00,31.42,0.773
2024-11-05 23:45:00,32.63,0.859
2024-11-06 00:00:00,32.11,0.791
2024-11-06 00:15:00,31.73,0.835
2024-11-06 00:30:00,32.9,0.84
2024-11-06 00:45:00,32.93,0.833
2024-11-06 01:00:00,32.57,0.787
2024-11-06 01:15:00,34.1,0.856
2024-11-06 01:30:00,33.79,0.835
2024-11-06 01:45:00,33.53,0.811
2024-11-06 02:00:00,35.13,0.758
2024-11-06 02:15:00,32.53,0.8
2024-11-06 02:30:00,32.27,0.803
2024-11-06 02:45:00,33.63,0.869
2024-11-06 03:00:00,32.58,0.827
2024-11-06 03:15:00,32.89,0.89
2024-11-06 03:30:00,31.95,0.863
2024-11-06 03:45:00,33.56,0.831
2024-11-06 04:00:00,31.54,0.775
2024-11-06 04:15:00,32.93,0.783
2024-11-06 04:30:00,33.04,0.774
2024-11-06 04:45:00,32.65,0.816
2024-11-06 05:00:00,31.35,0.858
2024-11-06 05:15:00,31.36,0.864
2024-11-06 05:30:00,32.38,0.764
2024-11-06 05:45:00,33.67,0.824
2024-11-06 06:00:00,33.42,0.822
2024-11-06 06:15:00,33.12,0.816
2024-11-06 06:30:00,32.25,0.795
2024-11-06 06:45:00,33.45,0.821
2024-11-06 07:00:00,32.33,0.827
2024-11-06 07:15:00,33.16,0.84
2024-11-06 07:30:00,37.02,0.807
2024-11-06 07:45:00,38.22,0.892
2024-11-06 08:00:00,41.64,0.884
2024-11-06 08:15:00,41.01,0.94
2024-11-06 08:30:00,43.25,0.93
2024-11-06 08:45:00,40.88,0.897
2024-11-06 09:00:00,42.49,0.9
2024-11-06 09:15:00,41.82,0.937
2024-11-06 09:30:00,44.09,0.899
2024-11-06 09:45:00,42.19,0.918
2024-11-06 10:00:00,43.58,0.931
2024-11-06 10:15:00,41.08,0.941
2024-11-06 10:30:00,41.81,0.872
2024-11-06 10:45:00,42.03,0.948
2024-11-06 11:00:00,43.47,0.947
2024-11-06 11:15:00,38.83,0.88
2024-11-06 11:30:00,40.8,0.911
2024-11-06 11:45:00,40.37,0.855
2024-11-06 12:00:00,35.94,0.867
2024-11-06 12:15:00,37.8,0.908
2024-11-06 12:30:00,36.56,0.915
2024-11-06 12:45:00,35.65,0.903
2024-11-06 13:00:00,39.68,0.92
2024-11-06 13:15:00,40.03,0.929
2024-11-06 13:30:00,40.47,0.867
2024-11-06 13:45:00,41.44,0.916
2024-11-06 14:00:00,40.37,0.906
2024-11-06 14:15:00,44.0,0.862
2024-11-06 14:30:00,41.97,0.873
2024-11-06 14:45:00,43.85,0.892
2024-11-06 15:00:00,40.23,0.936
2024-11-06 15:15:00,41.4,0.872
2024-11-06 15:30:00,43.37,0.868
2024-11-06 15:45:00,42.17,0.922
2024-11-06 16:00:00,41.01,0.948
2024-11-06 16:15:00,39.89,0.895
2024-11-06 16:30:00,42.94,0.885
2024-11-06 16:45:00,42.58,0.875
2024-11-06 17:00:00,41.77,0.855
2024-11-06 17:15:00,40.52,0.868
2024-11-06 17:30:00,39.41,0.859
2024-11-06 17:45:00,40.32,0.899
2024-11-06 18:00:00,35.82,0.897
2024-11-06 18:15:00,35.18,0.868
2024-11-06 18:30:00,36.01,0.84
2024-11-06 18:45:00,31.54,0.823
2024-11-06 19:00:00,31.72,0.843
2024-11-06 19:15:00,32.5,0.806
2024-11-06 19:30:00,31.9,0.777
2024-11-06 19:45:00,31.53,0.838
2024-11-06 20:00:00,30.76,0.829
2024-11-06 20:15:00,30.63,0.892
2024-11-06 20:30:00,29.16,0.847
2024-11-06 20:45:00,31.35,0.866
2024-11-06 21:00:00,30.98,0.764
2024-11-06 21:15:00,30.75,0.864
2024-11-06 21:30:00,31.44,0.897
2024-11-06 21:45:00,31.58,0.849
2024-11-06 22:00:00,30.97,0.861
2024-11-06 22:15:00,33.17,0.897
2024-11-06 22:30:00,32.39,0.809
2024-11-06 22:45:00,32.61,0.874
2024-11-06 23:00:00,31.73,0.81
2024-11-06 23:15:00,32.38,0.814
2024-11-06 23:30:00,31.1,0.849
2024-11-06 23:45:00,32.67,0.788
2024-11-07 00:00:00,31.9,0.899
2024-11-07 00:15:00,31.18,0.799
2024-11-07 00:30:00,32.21,0.768
2024-11-07 00:45:00,32.01,0.798
2024-11-07 01:00:00,34.62,0.878
2024-11-07 01:15:00,32.85,0.797
2024-11-07 01:30:00,34.03,0.842
2024-11-07 01:45:00,33.66,0.89
2024-11-07 02:00:00,32.65,0.789
2024-11-07 02:15:00,32.24,0.77
2024-11-07 02:30:00,31.02,0.765
2024-11-07 02:45:00,31.92,0.816
2024-11-07 03:00:00,33.48,0.766
2024-11-07 03:15:00,32.58,0.818
2024-11-07 03:30:00,33.29,0.879
2024-11-07 03:45:00,30.95,0.867
2024-11-07 04:00:00,33.44,0.837
2024-11-07 04:15:00,34.11,0.878
2024-11-07 04:30:00,31.29,0.765
2024-11-07 04:45:00,33.45,0.841
2024-11-07 05:00:00,34.43,0.767
2024-11-07 05:15:00,34.78,0.822
2024-11-07 05:30:00,32.63,0.82
2024-11-07 05:45:00,33.91,0.79
2024-11-07 06:00:00,34.56,0.874
2024-11-07 06:15:00,33.53,0.784
2024-11-07 06:30:00,34.4,0.833
2024-11-07 06:45:00,33.08,0.822
2024-11-07 07:00:00,34.58,0.815
2024-11-07 07:15:00,35.07,0.755
2024-11-07 07:30:00,37.11,0.855
2024-11-07 07:45:00,39.36,0.752
2024-11-07 08:00:00,39.57,0.932
2024-11-07 08:15:00,40.54,0.877
2024-11-07 08:30:00,42.15,0.862
2024-11-07 08:45:00,44.13,0.892
2024-11-07 09:00:00,39.31,0.906
2024-11-07 09:15:00,44.64,0.881
2024-11-07 09:30:00,42.0,0.862
2024-11-07 09:45:00,43.68,0.852
2024-11-07 10:00:00,43.97,0.92
2024-11-07 10:15:00,44.44,0.939
2024-11-07 10:30:00,41.41,0.86
2024-11-07 10:45:00,41.86,0.873
2024-11-07 11:00:00,41.82,0.852
2024-11-07 11:15:00,41.12,0.939
2024-11-07 11:30:00,42.84,0.894
2024-11-07 11:45:00,40.72,0.943
2024-11-07 12:00:00,36.47,0.897
2024-11-07 12:15:00,37.6,0.936
2024-11-07 12:30:00,36.52,0.945
2024-11-07 12:45:00,38.07,0.884
2024-11-07 13:00:00,40.8,0.914
2024-11-07 13:15:00,39.59,0.917
2024-11-07 13:30:00,40.27,0.852
2024-11-07 13:45:00,40.79,0.894
2024-11-07 14:00:00,41.64,0.936
2024-11-07 14:15:00,42.41,0.945
2024-11-07 14:30:00,43.03,0.94
2024-11-07 14:45:00,45.08,0.947
2024-11-07 15:00:00,42.53,0.915
2024-11-07 15:15:00,43.4,0.873
2024-11-07 15:30:00,40.47,0.908
2024-11-07 15:45:00,41.98,0.892
2024-11-07 16:00:00,42.03,0.876
2024-11-07 16:15:00,40.93,0.927
2024-11-07 16:30:00,41.34,0.913
2024-11-07 16:45:00,41.63,0.929
2024-11-07 17:00:00,40.84,0.877
2024-11-07 17:15:00,44.34,0.94
2024-11-07 17:30:00,41.39,0.874
2024-11-07 17:45:00,42.81,0.91
2024-11-07 18:00:00,38.96,0.759
2024-11-07 18:15:00,35.3,0.831
2024-11-07 18:30:00,34.73,0.765
2024-11-07 18:45:00,32.96,0.8
2024-11-07 19:00:00,30.94,0.879
2024-11-07 19:15:00,30.2,0.884
2024-11-07 19:30:00,30.72,0.865
2024-11-07 19:45:00,31.5,0.805
2024-11-07 20:00:00,31.51,0.837
2024-11-07 20:15:00,31.47,0.784
2024-11-07 20:30:00,31.21,0.852
2024-11-07 20:45:00,32.12,0.802
2024-11-07 21:00:00,31.12,0.783
2024-11-07 21:15:00,32.72,0.838
2024-11-07 21:30:00,29.72,0.767
2024-11-07 21:45:00,32.14,0.853
2024-11-07 22:00:00,32.04,0.778
2024-11-07 22:15:00,30.99,0.833
2024-11-07 22:30:00,31.36,0.809
2024-11-07 22:45:00,32.2,0.835
2024-11-07 23:00:00,32.7,0.787
2024-11-07 23:15:00,30.22,0.797
2024-11-07 23:30:00,32.56,0.771
2024-11-07 23:45:00,31.59,0.867
2024-11-08 00:00:00,33.18,0.761
2024-11-08 00:15:00,30.39,0.806
2024-11-08 00:30:00,34.59,0.817
2024-11-08 00:45:00,31.44,0.779
2024-11-08 01:00:00,33.75,0.808
2024-11-08 01:15:00,32.36,0.813
2024-11-08 01:30:00,31.69,0.784
2024-11-08 01:45:00,32.81,0.846
2024-11-08 02:00:00,33.62,0.755
2024-11-08 02:15:00,31.15,0.78
2024-11-08 02:30:00,33.42,0.844
2024-11-08 02:45:00,32.77,0.844
2024-11-08 03:00:00,33.4,0.79
2024-11-08 03:15:00,32.89,0.852
2024-11-08 03:30:00,32.35,0.82
2024-11-08 03:45:00,31.86,0.829
2024-11-08 04:00:00,33.66,0.8
2024-11-08 04:15:00,33.69,0.898
2024-11-08 04:30:00,33.71,0.861
2024-11-08 04:45:00,33.5,0.787
2024-11-08 05:00:00,34.04,0.785
2024-11-08 05:15:00,34.51,0.866
2024-11-08 05:30:00,31.26,0.808
2024-11-08 05:45:00,30.8,0.764
2024-11-08 06:00:00,34.84,0.755
2024-11-08 06:15:00,31.8,0.812
2024-11-08 06:30:00,32.05,0.812
2024-11-08 06:45:00,32.83,0.856
2024-11-08 07:00:00,32.48,0.836
2024-11-08 07:15:00,35.32,0.866
2024-11-08 07:30:00,36.23,0.798
2024-11-08 07:45:00,38.58,0.844
2024-11-08 08:00:00,40.75,0.939
2024-11-08 08:15:00,40.4,0.857
2024-11-08 08:30:00,40.72,0.921
2024-11-08 08:45:00,41.89,0.922
2024-11-08 09:00:00,43.19,0.929
2024-11-08 09:15:00,44.17,0.877
2024-11-08 09:30:00,42.06,0.892
2024-11-08 09:45:00,44.78,0.874
2024-11-08 10:00:00,43.61,0.881
2024-11-08 10:15:00,40.88,0.947
2024-11-08 10:30:00,40.73,0.895
2024-11-08 10:45:00,41.41,0.935
2024-11-08 11:00:00,43.7,0.929
2024-11-08 11:15:00,40.94,0.894
2024-11-08 11:30:00,38.87,0.949
2024-11-08 11:45:00,40.54,0.934
2024-11-08 12:00:00,36.06,0.898
2024-11-08 12:15:00,37.12,0.881
2024-11-08 12:30:00,37.66,0.858
2024-11-08 12:45:00,38.5,0.896
2024-11-08 13:00:00,41.23,0.886
2024-11-08 13:15:00,41.23,0.921
2024-11-08 13:30:00,39.32,0.852
2024-11-08 13:45:00,40.67,0.933
2024-11-08 14:00:00,41.56,0.892
2024-11-08 14:15:00,41.43,0.897
2024-11-08 14:30:00,41.68,0.868
2024-11-08 14:45:00,40.04,0.944
2024-11-08 15:00:00,40.9,0.89
2024-11-08 15:15:00,41.95,0.934
2024-11-08 15:30:00,38.55,0.874
2024-11-08 15:45:00,43.28,0.86
2024-11-08 16:00:00,40.62,0.914
2024-11-08 16:15:00,43.09,0.948
2024-11-08 16:30:00,42.77,0.915
2024-11-08 16:45:00,41.08,0.911
2024-11-08 17:00:00,42.71,0.894
2024-11-08 17:15:00,42.05,0.878
2024-11-08 17:30:00,40.39,0.893
2024-11-08 17:45:00,39.88,0.865
2024-11-08 18:00:00,38.52,0.789
2024-11-08 18:15:00,36.24,0.823
2024-11-08 18:30:00,35.78,0.772
2024-11-08 18:45:00,31.0,0.869
2024-11-08 19:00:00,31.18,0.752
2024-11-08 19:15:00,29.64,0.798
2024-11-08 19:30:00,31.11,0.827
2024-11-08 19:45:00,31.83,0.889
2024-11-08 20:00:00,32.82,0.836
2024-11-08 20:15:00,30.35,0.794
2024-11-08 20:30:00,30.78,0.803
2024-11-08 20:45:00,31.22,0.801
2024-11-08 21:00:00,30.44,0.777
2024-11-08 21:15:00,32.33,0.772
2024-11-08 21:30:00,31.4,0.822
2024-11-08 21:45:00,31.63,0.791
2024-11-08 22:00:00,32.16,0.764
2024-11-08 22:15:00,31.57,0.782
2024-11-08 22:30:00,30.92,0.828
2024-11-08 22:45:00,31.7,0.789
2024-11-08 23:00:00,31.01,0.786
2024-11-08 23:15:00,32.0,0.843
2024-11-08 23:30:00,32.91,0.853
2024-11-08 23:45:00,30.9,0.786
2024-11-09 00:00:00,30.22,0.821
2024-11-09 00:15:00,31.78,0.865
2024-11-09 00:30:00,31.06,0.853
2024-11-09 00:45:00,31.87,0.76
2024-11-09 01:00:00,32.2,0.804
2024-11-09 01:15:00,29.89,0.858
2024-11-09 01:30:00,32.66,0.777
2024-11-09 01:45:00,30.92,0.779
2024-11-09 02:00:00,32.07,0.845
2024-11-09 02:15:00,31.51,0.793
2024-11-09 02:30:00,31.65,0.799
2024-11-09 02:45:00,33.86,0.828
2024-11-09 03:00:00,32.58,0.863
2024-11-09 03:15:00,33.18,0.825
2024-11-09 03:30:00,32.49,0.884
2024-11-09 03:45:00,32.97,0.766
2024-11-09 04:00:00,32.8,0.863
2024-11-09 04:15:00,32.67,0.832
2024-11-09 04:30:00,33.52,0.873
2024-11-09 04:45:00,32.62,0.797
2024-11-09 05:00:00,34.71,0.822
2024-11-09 05:15:00,33.43,0.874
2024-11-09 05:30:00,31.39,0.875
2024-11-09 05:45:00,32.34,0.806
2024-11-09 06:00:00,32.9,0.873
2024-11-09 06:15:00,32.55,0.852
2024-11-09 06:30:00,33.17,0.811
2024-11-09 06:45:00,33.27,0.895
